STR_NUMBER,COMPLEX_ID,STR_NAME,INSTALL_DA,REMOVAL_DA,geometry
2,10023,A-AUX,1969-01-01,2010-07-09,POINT (-93.97476899999998 29.374363000000017)
1,50001,A,1996-11-30,2004-06-23,POINT (-93.31709187031248 28.02727257968752)
1,32040,A,1996-10-03,2012-11-01,POINT (-92.02971780937497 28.93236015937498)
1,32042,2,1996-11-19,2010-09-02,POINT (-92.95609077031253 29.42765439062498)
1,32029,A,1996-09-23,2004-10-05,POINT (-92.30131882968749 28.31933957031248)
1,33022,4 B,1996-07-03,2015-07-20,POINT (-92.99150824999998 29.3041453203125)
1,33038,A,1996-01-01,2004-05-21,POINT (-92.80562874999998 28.401667729687517)
1,32036,1,1996-07-28,2008-08-13,POINT (-91.56152479999997 29.002258799999993)
1,29051,A,1996-12-09,2003-09-18,POINT (-93.50931197031252 28.37086404062501)
2,20931,9 (REMOVED),1962-01-01,1996-12-31,POINT (-92.35680967031249 29.47146325)
1,90007,A,1996-12-18,1998-09-23,POINT (-92.1559329703125 28.61327415937501)
1,31018,JA,1996-09-10,2000-07-24,POINT (-92.35306582968752 28.941099599999973)
1,32001,K,1996-01-01,2010-09-05,POINT (-91.67969382031248 28.410702970312514)
1,24235,A(Neptune Spar),1996-11-19,2023-08-12,POINT (-87.987758240625 29.163454320312496)
1,31016,3,1996-06-28,2006-05-20,POINT (-88.75426305937498 29.633981670312494)
1,32018,G(FMR CAIS.#6&7,1996-09-04,2022-02-10,POINT (-90.78676460000003 28.97449787031252)
1,90016,A,1996-11-23,2011-08-03,POINT (-92.95381337968752 28.90630774062498)
1,32030,A,1996-08-10,,POINT (-92.509925140625 28.448498059375027)
2,20419,9,1965-01-01,2004-01-22,POINT (-88.87639407968749 29.638389729687503)
1,31005,D,1996-07-03,2018-05-23,POINT (-90.41180662031252 28.616573570312482)
1,32033,A,1996-08-03,,POINT (-92.03579495000002 28.513947970312472)
1,31027,A,1996-09-02,2007-10-27,POINT (-89.98322472031248 28.437711349999972)
1,31031,A,1996-09-10,2011-09-21,POINT (-90.21214550937498 28.2757574703125)
2,23839,B,1996-05-06,,POINT (-87.88477744062499 29.36056030937499)
1,28057,D,1996-09-12,2003-10-06,POINT (-95.18586040000002 28.592350820312504)
3,20285,G,1985-01-01,,POINT (-88.964269 29.056754000000012)
2,21653,C-aux,1995-01-01,2010-10-16,POINT (-91.21795530000003 28.68239107031252)
1,32003,B,1995-01-01,1999-08-30,POINT (-91.3725041203125 28.317861370312528)
1,32009,58,1995-11-25,2014-08-27,POINT (-90.84089867031253 28.826364020312496)
1,32022,22,1996-01-06,2001-05-27,POINT (-90.9303897703125 28.806463370312485)
1,28033,A,1996-03-29,2011-11-03,POINT (-93.45522202031248 27.928477290624983)
1,28037,B,1996-01-09,1999-11-08,POINT (-94.76593995000002 28.87308155937501)
1,31002,C-DECK/SL,1993-01-01,,POINT (-87.99156319999997 30.18121080937499)
1,26084,A,1995-01-01,,POINT (-91.16302810000002 29.134253240625014)
3,22243,10,1996-02-19,2002-12-16,POINT (-92.44952024062502 29.353620940624978)
1,26126,1,1995-01-01,2012-09-22,POINT (-91.0919875203125 28.883834620312484)
1,24259,18,1995-12-09,2012-06-19,POINT (-90.23860355 28.79545904062502)
1,26121,A,1995-06-09,,POINT (-91.1458633703125 28.472764179687488)
2,26050,A-PRD,1995-01-01,,POINT (-91.01489040937503 28.593123270312503)
1,32015,A,1996-01-05,2019-05-15,POINT (-91.70322099999998 29.068219999999997)
1,26313,N,1995-01-01,,POINT (-90.87645987031249 28.529236290625022)
1,26124,G,1995-06-29,2013-04-26,POINT (-91.290317759375 28.506166909374997)
1,32007,18,1996-01-16,2018-08-20,POINT (-91.70244394062502 29.080675459375016)
1,32024,19,1996-03-10,2018-07-30,POINT (-91.70114499062498 29.069577559374977)
5,20724,A-MANTIS,1996-01-01,,POINT (-90.97872072031248 28.527843070312485)
1,32013,JA,1995-01-23,2013-05-29,POINT (-90.657355 29.007475999999997)
1,26110,B,1995-01-09,2023-07-08,POINT (-90.87315077968748 28.575718890625012)
1,26142,M,1995-07-30,,POINT (-90.89422200000001 28.525393000000008)
1,24261,A,1996-01-17,1998-01-25,POINT (-90.631144940625 28.347301829687524)
1,32014,3,1996-01-12,2013-07-26,POINT (-91.70124562968749 29.098828579687506)
1,20808,20,1979-01-01,2011-07-03,POINT (-90.70461224062501 28.931062250000025)
7,21468,FH,1959-01-01,2011-09-12,POINT (-91.623895 28.959632999999997)
1,24254,E,1995-11-15,2011-02-14,POINT (-90.572123159375 28.51651747031252)
1,24205,PLTF.A,1994-11-10,2003-05-02,POINT (-90.53582440937498 28.594966100000022)
3,21339,4,1974-01-01,1996-08-30,POINT (-91.7616127 29.092833690625014)
1,28042,A,1996-05-05,2000-03-28,POINT (-94.88841562031251 28.56832782968752)
1,24230,D,1995-01-01,2000-09-03,POINT (-90.60855714062501 28.596495159375024)
1,29040,JA,1996-04-29,,POINT (-93.15463910937501 28.924060499999996)
1,28039,JA,1996-05-09,2007-08-10,POINT (-94.30834282031248 28.11776207968751)
1,27058,A,1996-01-14,2002-08-21,POINT (-92.537859109375 29.170829420312486)
2,23370,B,1995-01-01,2009-01-27,POINT (-92.48986040937501 28.429518790625025)
1,28043,B,1996-05-18,2016-08-02,POINT (-95.68541014062498 28.171031609375007)
1,32021,TEMP. CAIS.#1,1996-01-11,1998-04-13,POINT (-91.842094040625 28.97255319062498)
1,23521,A-VALVE,1967-01-01,,POINT (-91.16039999999998 29.11130000000003)
1,28024,3,1985-01-01,1997-11-04,POINT (-93.7867772796875 29.454193809375)
2,20204,FLR,1967-01-01,1986-12-03,POINT (-90.17037944062503 29.020415179687518)
2,20075,FLR,1968-01-01,1996-12-06,POINT (-90.16941789999998 29.036081970312523)
1,29041,A,1996-05-03,2007-08-27,POINT (-93.3920453 28.354161020312517)
2,10213,B,1982-01-01,2019-10-09,POINT (-93.93706400000002 28.228458999999987)
1,24257,A,1996-03-11,2000-04-21,POINT (-88.166174759375 29.323078309374978)
2,23659,3,1994-09-04,2018-05-16,POINT (-93.63662725 29.383058609374984)
6,20639,A-RSR,1950-01-01,,POINT (-92.534044 29.44307500000002)
1,28046,A,1996-05-07,2003-03-08,POINT (-95.2248442296875 28.599513540625026)
1,28036,A,1996-02-14,,POINT (-94.08953005000001 28.29094092968751)
1,27045,1,1995-01-01,2006-12-27,POINT (-91.8596143703125 28.858927659375013)
1,32017,K,1995-11-16,,POINT (-91.49907677968753 28.664379199999985)
1,28045,A,1996-07-07,2007-06-22,POINT (-93.56990717031249 28.21193484062502)
2,24190,BQ,1995-01-01,2011-10-13,POINT (-88.28616699999998 30.149598000000026)
3,24190,B,1995-01-01,2012-11-28,POINT (-88.28695699999997 30.150030000000015)
1,31022,PIG-TRAP,1984-01-01,,POINT (-89.10801807031248 29.34633627031252)
1,31023,SONAT,1972-03-20,2005-08-23,POINT (-88.56407300000001 29.27070900000001)
1,31024,B-VALVE,1972-03-20,2006-06-01,POINT (-88.71679699999999 29.26973099999998)
1,24242,PP-VALVE,1996-10-01,2010-07-20,POINT (-89.659422 29.174728000000016)
4,20271,FLR STACK,1962-01-01,2002-10-11,POINT (-89.75868930000001 29.090315440624977)
1,27066,G,1996-04-03,,POINT (-91.89925014062499 29.073644290624998)
1,28044,B,1996-03-22,2016-08-25,POINT (-93.96173507968751 29.303317209374995)
1,28054,A,1996-07-31,2004-05-07,POINT (-95.38228605937502 28.638386470312525)
1,27064,B,1996-06-06,,POINT (-92.470777359375 28.118655059374987)
1,24258,A,1996-01-19,,POINT (-88.04275675000002 29.399799029687472)
1,24199,A (Mars),1996-07-18,,POINT (-89.22287599999999 28.169524000000024)
1,27065,D,1996-06-23,,POINT (-92.960994309375 28.175291720312487)
2,20052,FLR,1960-01-01,1996-12-10,POINT (-90.13255840937501 29.017597220312496)
1,27061,A,1996-09-02,2003-08-09,POINT (-92.58923220000003 27.985346320312487)
1,26129,C,1995-01-01,2012-10-23,POINT (-91.74958600000002 28.569406000000015)
1,26105,H,1995-01-01,2023-08-17,POINT (-91.72429307031251 28.795997179687504)
1,26136,I,1995-07-14,2023-08-29,POINT (-91.72209977031252 28.801962629687523)
1,28051,B,1996-08-09,,POINT (-94.54656799999998 29.130284000000017)
1,29044,3,1996-07-24,2016-07-24,POINT (-93.13649470937497 29.685576720312497)
3,21269,FLR,1962-01-01,1995-11-14,POINT (-90.11900904999999 29.02743047031248)
2,20207,FLR,1961-01-01,1995-11-15,POINT (-90.158782190625 29.006676279687497)
2,20065,FLR,1957-01-01,1995-11-17,POINT (-90.15446632031251 29.02797242968751)
3,20049,FLR,1980-01-01,1995-11-21,POINT (-90.142597459375 29.02621452031252)
1,29034,A,1995-08-27,2007-08-30,POINT (-93.63337769062503 29.236494499999992)
1,24079,A (COOPE FPF),1995-07-07,1999-08-13,POINT (-92.18969084999998 27.624288159375)
1,27021,A,1995-07-13,,POINT (-92.44510109999999 28.107771109374994)
2,20966,FLR,1956-01-01,1995-12-06,POINT (-90.24999442968749 28.99440364999998)
2,21059,FLR,1966-01-01,1995-12-11,POINT (-90.231307640625 28.9870968796875)
3,21108,FLR,1964-01-01,1995-12-14,POINT (-90.25164232968751 28.986579749999976)
1,27027,C,1995-01-01,2007-06-23,POINT (-92.794820259375 28.670976670312484)
1,10399,B,1995-09-01,2011-07-11,POINT (-96.53528510000001 27.730481170312487)
1,27024,C,1995-06-14,2022-07-13,POINT (-92.23020595000003 28.30512524062499)
1,20278,35-SL 1011,1959-01-01,,POINT (-89.27329902031249 28.981587040625016)
1,26089,12,1995-03-24,2017-05-03,POINT (-91.76447470937501 29.090033049999988)
1,26118,17,1995-05-06,2018-08-16,POINT (-91.69813087968748 29.056640409375007)
1,27029,A,1995-06-16,2014-08-31,POINT (-93.004931859375 29.319656529687506)
1,27033,A,1995-07-25,2000-10-29,POINT (-92.63218637031252 28.584655870312474)
1,28020,A,1995-08-10,,POINT (-93.93340690000002 28.390265179687503)
1,27028,A,1995-08-26,,POINT (-92.20941752968753 28.264894099999992)
1,24255,Q,1995-01-01,,POINT (-90.07326332031249 29.00582607031248)
1,28025,A,1995-10-01,2002-07-18,POINT (-94.32996572031249 28.372922240624973)
1,24201,A,1995-07-27,,POINT (-88.45586715000002 29.167400329687496)
3,21814,CQ,1962-01-01,2016-01-05,POINT (-89.63126799999998 29.107039999999984)
1,10548,1,1991-01-01,1997-03-21,POINT (-94.38921149999999 29.010628340624976)
1,26093,A,1994-01-01,1999-07-24,POINT (-90.94253212031248 28.63191790000002)
1,24222,HA,1995-05-02,2002-05-13,POINT (-89.79369247968748 28.900833809375)
1,24221,HB,1995-05-07,2004-09-09,POINT (-89.77245549062502 28.8955399796875)
1,27012,A,1995-01-01,2000-12-13,POINT (-91.98276285937499 29.234739059374988)
1,28028,A,1995-11-01,2003-07-04,POINT (-94.12863337031251 27.934313820312525)
1,10395,F,1995-10-15,2020-10-15,POINT (-96.3984636796875 28.08948797031252)
1,24236,C,1995-09-03,2002-06-04,POINT (-90.4192105203125 28.61345542968752)
1,24233,C,1995-08-31,2015-08-05,POINT (-90.57303609062501 28.51474927968752)
2,23678,A,1991-01-01,1996-07-28,POINT (-93.20357680937502 29.529741349999995)
4,23678,A,1991-01-01,1996-07-28,POINT (-93.20353699999998 29.529989)
4,20701,27,1994-01-01,,POINT (-91.52949682031249 29.300536590624972)
1,26116,5,1995-01-01,2023-05-01,POINT (-90.666472790625 28.955529920312472)
1,27047,178,1995-11-06,,POINT (-91.86860020937502 29.332167909375016)
1,27048,179,1995-11-06,2002-11-18,POINT (-91.86864100937498 29.332167749999996)
1,27031,A,1995-06-20,2008-05-20,POINT (-92.21028964999999 28.471779659374988)
1,28035,A,1995-11-22,2009-05-25,POINT (-95.24243084062499 28.604435829687475)
1,24226,1,1995-05-24,2003-10-20,POINT (-90.36072717031249 28.953914209375)
1,30001,A,1995-12-14,2000-08-21,POINT (-96.571939090625 27.758678740624987)
1,27052,A,1995-11-24,2009-09-19,POINT (-92.42089837968751 28.36760529999998)
1,27049,JA,1995-11-25,2010-05-19,POINT (-92.52424147031252 28.763586740624987)
1,27050,JA,1995-11-09,2006-06-21,POINT (-92.44568164999998 28.204710040625002)
1,28031,C,1995-12-29,2008-06-01,POINT (-93.65920540937498 28.179139240624977)
1,27014,B,1995-09-28,2009-06-15,POINT (-91.90265985000002 27.92768487968749)
1,27051,A,1996-02-01,2003-08-07,POINT (-91.91504375 28.55883464062498)
1,32026,E,1995-06-24,,POINT (-91.00018994999999 28.55044302968747)
1,32008,H,1995-09-18,2014-03-03,POINT (-91.18642982031253 28.735660770312506)
1,26138,D,1995-09-19,,POINT (-91.71708650937501 28.155046640625017)
1,26123,A,1995-05-12,,POINT (-91.13692220000001 28.42553125937502)
1,26109,25,1994-01-01,2022-11-11,POINT (-90.72049285937499 28.941037770312505)
1,32011,M,1995-01-01,,POINT (-90.97407632968748 28.939903779687484)
1,29002,19,1994-01-01,2013-04-29,POINT (-93.60755712031249 29.67102580937501)
1,23783,17,1990-01-01,2013-06-30,POINT (-93.57652347968752 29.68833849062497)
2,23763,B 1FS/BRIDGE,1996-02-05,2019-08-23,POINT (-93.3825 29.621100000000013)
1,27057,1,1995-12-12,2004-10-27,POINT (-91.85559999999998 29.023599999999988)
1,27032,A,1995-12-17,,POINT (-92.55396792968747 27.922483359375008)
1,27063,I,1996-04-10,2016-04-30,POINT (-91.91250000000002 28.851388299999996)
1,24186,7,1995-01-01,2006-11-05,POINT (-88.81054719999997 29.62709942968752)
1,26141,A,1995-09-15,2009-08-17,POINT (-91.629644659375 29.107554979687507)
1,24213,1,1995-06-03,2011-10-26,POINT (-89.00199869062499 29.276230859375005)
2,21695,2-AUX,1965-01-01,2003-10-27,POINT (-93.72540199999997 29.680587000000003)
1,24187,8,1995-01-01,2006-11-10,POINT (-88.78907572968751 29.641254959374976)
1,24225,A,1995-05-05,2001-12-04,POINT (-88.18748399999998 29.35448100000002)
1,28030,B,1995-01-01,2010-08-15,POINT (-93.80090610937498 29.49083945000001)
1,27025,A,1995-08-21,2015-10-11,POINT (-92.84860402031251 28.213097559375)
1,24215,A,1995-01-01,2004-12-03,POINT (-88.2905527703125 30.169272079687516)
3,23820,A,1990-01-01,1992-09-11,POINT (-90.62227177968748 28.595960559374987)
1,26140,B,1995-01-01,2005-11-09,POINT (-91.68249700000001 28.256879000000026)
1,26125,A,1995-05-07,2022-02-16,POINT (-90.79386922968752 28.98502122031249)
1,26104,A,1995-10-12,2022-02-26,POINT (-90.5301154296875 29.007081870312504)
2,20285,D,1977-01-01,,POINT (-88.96363215000002 29.056940199999985)
1,26100,A,1994-11-26,2007-06-16,POINT (-91.72974752968747 29.136509290624986)
1,26102,B,1995-02-05,2012-08-06,POINT (-90.61191677968748 28.84309740937499)
1,26107,JA,1994-12-19,2006-07-09,POINT (-91.7601582703125 28.783824859374988)
1,26108,15,1994-09-09,2018-08-19,POINT (-91.69798227031248 29.061406490625018)
1,26111,38,1995-01-12,,POINT (-91.4698080296875 29.05788220937501)
1,26128,1 (REMOVED),1992-01-01,1996-12-28,POINT (-91.78135297968748 29.24568962968749)
1,24042,171,1992-10-26,,POINT (-91.885561 29.311882000000026)
1,27003,AJ,1995-02-24,2008-07-27,POINT (-92.528812990625 28.96414104062501)
1,27009,9,1994-11-08,2000-09-24,POINT (-92.604759 29.170027000000005)
1,27011,JB,1994-12-31,2012-06-15,POINT (-92.6156649203125 28.808551270312478)
1,27019,B,1995-02-05,1996-03-22,POINT (-92.3126530796875 29.11342427968748)
1,24133,A,1994-04-21,2001-12-01,POINT (-88.25718905000002 30.13688812968752)
1,29029,A,1995-04-09,2002-05-22,POINT (-93.09787772031251 28.751597820312497)
1,29030,4,1995-04-07,,POINT (-93.41529969999999 29.444242520312514)
1,27007,52,1995-04-10,2014-05-28,POINT (-92.37482222968748 29.457433209374983)
1,26091,A,1995-01-01,1998-09-07,POINT (-91.15133044999999 28.367108440624975)
1,27010,165,1994-01-01,2019-03-22,POINT (-92.024683890625 29.367439849999982)
1,24162,F,1993-01-01,2009-05-30,POINT (-90.47294192968752 28.919284040624973)
2,21471,B,1989-01-01,2011-05-10,POINT (-90.72859920000002 28.515245970312492)
1,24108,CAISS. #1,1994-01-01,,POINT (-90.42717729999998 28.803742920312516)
3,21273,F,1955-01-01,,POINT (-89.61057399999999 29.142439000000024)
4,21273,E,1956-01-01,,POINT (-89.61049600000001 29.139643999999976)
5,21273,H,1956-01-01,,POINT (-89.611311 29.142742999999996)
1,28018,A,1995-05-23,2011-09-21,POINT (-95.32797877031248 28.591675150000015)
1,29033,B,1995-05-28,2000-06-18,POINT (-93.59326609062498 28.683123609375002)
1,10391,D,1995-01-01,,POINT (-96.36986722031253 28.102141570312483)
1,29032,A,1995-05-21,,POINT (-93.50171074062501 28.349076879687516)
1,27020,PLTF.C,1995-05-31,1996-03-04,POINT (-92.33514877968747 29.099497579687522)
3,20249,E,1971-01-01,,POINT (-89.69010212968749 29.12853654062502)
1,24214,M,1995-05-16,,POINT (-90.01258960937503 28.991430890624997)
1,27035,CG,1997-01-06,1997-01-06,POINT (-92.78760299999999 29.57565599999998)
1,23781,11,1990-01-01,1995-07-13,POINT (-93.17632500937498 29.607930240625024)
1,28017,A,1995-01-01,2013-02-02,POINT (-94.53718100937499 27.985192890625)
1,28019,A,1995-06-26,2004-05-27,POINT (-95.23151100937503 28.690501550000022)
1,24087,A,1995-04-08,2005-06-25,POINT (-92.3704367703125 28.000125700000012)
1,24171,A,1994-01-01,,POINT (-88.23548720937498 29.656385240625013)
1,24172,B,1994-01-01,2011-10-12,POINT (-88.44597325000001 29.743152890625026)
1,24175,A,1994-01-01,2011-10-16,POINT (-88.42951 29.737400779687505)
2,21805,I,1965-01-01,,POINT (-89.823024159375 28.952142820312474)
2,21270,X,1973-01-01,,POINT (-89.821234 28.904957000000024)
1,29035,1,1995-07-24,2004-06-30,POINT (-93.16054702031249 29.660658450000028)
1,27023,1,1995-03-30,2005-05-15,POINT (-91.90019755937499 29.088473690624994)
1,26077,A,1994-01-01,1997-05-12,POINT (-91.49116217968748 28.750902259374982)
1,24248,BS,1992-01-01,2003-07-20,POINT (-88.772154 29.26096100000001)
2,24248,BS,1992-01-01,,POINT (-88.76781499999998 29.26235600000001)
3,24248,BS-Y,1991-01-01,2003-07-20,POINT (-88.76622900000001 29.263260000000002)
4,24248,BS,1992-01-01,2003-07-20,POINT (-88.76482499999997 29.264093000000003)
5,24248,BS,1992-01-01,2003-07-20,POINT (-88.763443 29.26490799999999)
6,24248,BS,1992-01-01,2003-07-20,POINT (-88.76206000000002 29.265724999999975)
7,24248,BS-Y,1991-01-01,,POINT (-88.76073500000001 29.266509999999982)
8,24248,BS,1991-01-01,,POINT (-88.76185199999998 29.267494999999997)
9,24248,BS,1991-01-01,,POINT (-88.75949000000003 29.265648999999996)
1,24249,257(SL 1012),1987-01-01,,POINT (-89.24655965937501 28.987324990624984)
1,24250,225 (SL 1012)T,1975-01-01,,POINT (-89.24069244062503 28.987888229687485)
1,24251,85(SL 1012)(w),1974-01-01,,POINT (-89.2627724203125 28.98440145937502)
1,24252,98(SL 1012)(M),1977-01-01,,POINT (-89.26577837031249 28.98180609999997)
1,24253,271(SL 1012)M,1977-01-01,,POINT (-89.22475995937498 28.982449799999983)
1,20741,TT,1966-01-01,,POINT (-89.248695 28.98402599999997)
1,20275,37 (SL1011),1959-01-01,2012-06-29,POINT (-89.27748600000001 28.978709999999978)
1,20276,SP28M (SL 1012),1967-01-01,1977-01-02,POINT (-89.26820099999998 28.986137999999983)
1,20277,85W(SL 1012),1967-01-01,1974-01-02,POINT (-89.26277257968752 28.984401570312514)
1,24163,3,1993-11-20,1995-10-08,POINT (-88.28459179062497 30.098348109375024)
1,26075,JG,1994-01-01,,POINT (-91.35627649062502 28.76919022031251)
1,10398,C,1995-07-15,2006-07-31,POINT (-96.58358662031247 27.912891070312526)
1,24185,A,1995-01-01,2008-10-16,POINT (-89.48919484999999 28.99935977031248)
2,20319,E,1980-01-01,,POINT (-88.96686820937498 29.044049540624997)
1,24216,D,1995-03-19,,POINT (-89.43078669062498 28.72001852968748)
1,10397,A,1995-06-18,2011-06-12,POINT (-96.58941877968749 28.06013807031252)
1,26119,1,1995-05-31,2007-01-11,POINT (-91.34410070000001 28.779132409374995)
4,21410,SOB HDR,1964-01-01,1993-07-21,POINT (-90.83524 28.83227099999999)
5,21410,SOB,1964-01-01,1993-07-21,POINT (-90.834927 28.832269999999994)
2,20057,FLR,1958-01-01,1995-11-18,POINT (-90.12857435000001 29.036810979687516)
1,26053,28,1994-01-01,,POINT (-91.547596 29.32012800000001)
1,28011,1,1994-12-01,2019-06-13,POINT (-93.78798162968752 29.4382236203125)
1,28010,A,1994-10-24,2011-09-17,POINT (-94.78880195937501 28.791785990624987)
8,21988,B-25,1993-01-01,2023-05-28,POINT (-90.72356612031251 28.94819914062498)
1,24095,A,1994-11-10,2004-11-21,POINT (-92.3278416 28.41170077968752)
1,27008,A,1994-12-21,,POINT (-92.69598860000002 28.17909569062499)
1,24082,A,1994-03-06,2016-07-20,POINT (-93.0037211 29.659453690625014)
1,24092,3,1994-06-20,2016-07-11,POINT (-93.01388792968748 29.657734159375025)
1,26071,A,1994-08-27,,POINT (-91.28574504062499 29.116105340624983)
1,26082,10,1994-09-14,2016-10-25,POINT (-91.28838420937501 29.117497749999984)
2,23367,32,1980-01-01,2014-06-03,POINT (-92.38044942968747 29.46730789999998)
1,26096,19,1994-11-02,2012-07-06,POINT (-90.93236389999998 28.81482347031249)
1,26050,A,1993-01-01,,POINT (-91.01994044999998 28.5930503203125)
1,27013,JC,1995-01-08,2003-10-10,POINT (-92.47594400000003 28.86073399999998)
1,27016,1,1994-12-22,1999-06-25,POINT (-92.58821287968749 28.749070359375025)
1,24182,A,1994-01-01,2010-09-26,POINT (-88.160718459375 29.949224070312482)
1,24189,B,1994-01-01,2019-10-28,POINT (-88.79315654999999 29.219684700000016)
